id,roll,adv,basis,type
4203,20,none,initiative,nan
4204,18,none,melee,attack
4205,10,none,melee,attack
4206,16,advantage,dexterity,save
4207,6,none,initiative,nan
4208,12,none,dexterity,save
4209,12,none,melee,attack
4210,15,none,strength,check
4211,7,none,dexterity,check
4212,19,none,melee,attack
4213,10,none,strength,save
4214,18,none,melee,attack
4215,14,none,melee,attack
4216,14,none,constitution,save
4217,13,none,melee,attack
4218,4,none,dexterity,save
4219,5,none,melee,attack
4220,8,none,initiative,nan
4221,11,none,strength,save
4222,14,none,intimidation,check
4223,4,advantage,constitution,save
4224,4,none,ranged,attack
4225,18,none,melee,attack
4226,9,none,arcana,check
4227,7,none,melee,attack
4228,20,none,athletics,check
4229,4,advantage,investigation,check
4230,19,advantage,perception,check
4231,1,none,melee,attack
4232,14,advantage,nature,check
4233,8,none,strength,check
4234,11,none,investigation,check
4235,8,disadvantage,persuasion,check
4236,16,none,strength,check
4237,17,advantage,melee,attack
4238,5,none,deception,check
4239,15,none,sleight of hand,check
4240,6,none,persuasion,check
4241,15,none,initiative,nan
4242,19,advantage,perception,check
4243,6,none,melee,attack
4244,17,none,ranged,attack
4245,16,none,investigation,check
4246,3,none,perception,check
4247,14,none,melee,attack
4248,9,none,nature,check
4249,14,advantage,initiative,nan
4250,10,none,strength,save
4251,12,none,strength,save
4252,7,none,wisdom,save
4253,10,none,dexterity,save
4254,20,none,melee,attack
4255,11,none,initiative,nan
4256,5,none,initiative,nan
4257,15,none,dexterity,save
4258,3,none,wisdom,save
4259,2,none,persuasion,check
4260,13,none,melee,attack
4261,11,advantage,initiative,nan
4262,2,none,intimidation,check
4263,17,none,constitution,check
4264,12,none,constitution,check
4265,18,none,melee,attack
4266,9,none,melee,attack
4267,15,none,dexterity,save
4268,12,none,initiative,nan
4269,10,none,strength,check
4270,4,none,melee,attack
4271,13,none,perception,check
4272,17,none,dexterity,check
4273,11,none,melee,attack
4274,3,disadvantage,wisdom,save
4275,7,none,initiative,nan
4276,4,none,initiative,nan
4277,16,none,dexterity,save
4278,12,none,melee,attack
4279,2,advantage,initiative,nan
4280,10,none,melee,attack
4281,12,none,melee,attack
4282,4,none,strength,check
4283,3,none,perception,check
4284,16,none,melee,attack
4285,4,none,athletics,check
4286,6,none,thieves’ tools,check
4287,7,none,melee,attack
4288,6,none,ranged,attack
4289,5,none,melee,attack
4290,18,none,melee,attack
4291,10,none,thieves’ tools,check
4292,15,none,dexterity,save
4293,8,none,athletics,check
4294,14,advantage,initiative,nan
4295,4,none,initiative,nan
4296,3,none,melee,attack
4297,6,none,charisma,check
4298,6,none,perception,check
4299,6,none,initiative,nan
4300,17,none,stealth,check
4301,9,advantage,melee,attack
4302,20,none,initiative,nan
4303,1,none,dexterity,save
4304,3,none,constitution,check
4305,16,none,melee,attack
4306,3,none,strength,check
4307,12,none,athletics,check
4308,13,none,insight,check
4309,11,none,deception,check
4310,20,none,melee,attack
4311,16,none,melee,attack
4312,14,none,dexterity,check
4313,4,none,melee,attack
4314,5,none,melee,attack
4315,9,none,dexterity,check
4316,2,none,dexterity,check
4317,8,none,melee,attack
4318,20,advantage,melee,attack
4319,20,none,strength,save
4320,16,none,charisma,check
4321,8,none,strength,save
4322,17,advantage,melee,attack
4323,1,none,persuasion,check
4324,11,none,melee,attack
4325,12,none,melee,attack
4326,16,none,constitution,save
4327,8,none,intimidation,check
4328,1,none,investigation,check
4329,11,none,investigation,check
4330,1,none,melee,attack
4331,12,advantage,athletics,check
4332,5,none,initiative,nan
4333,2,none,athletics,check
4334,15,none,dexterity,save
4335,15,none,dexterity,save
4336,8,none,thieves’ tools,check
4337,15,none,dexterity,save
4338,11,none,melee,attack
4339,20,none,melee,attack
4340,20,advantage,ranged,attack
4341,14,none,melee,attack
4342,10,advantage,melee,attack
4343,15,advantage,initiative,nan
4344,19,none,charisma,check
4345,19,none,melee,attack
4346,20,none,perception,check
4347,14,none,athletics,check
4348,20,none,melee,attack
4349,13,none,dexterity,save
4350,18,none,athletics,check
4351,1,none,melee,attack
4352,11,none,intimidation,check
4353,14,none,charisma,check
4354,4,none,wisdom,save
4355,20,none,melee,attack
4356,12,none,dexterity,save
4357,16,none,intimidation,check
4358,7,none,strength,check
4359,8,none,strength,check
4360,15,none,constitution,save
4361,15,none,persuasion,check
4362,8,none,melee,attack
4363,15,advantage,constitution,check
4364,11,none,strength,check
4365,17,none,strength,save
4366,20,none,charisma,check
4367,13,none,perception,check
4368,4,none,melee,attack
4369,13,none,thieves’ tools,check
4370,16,none,dexterity,save
4371,8,none,perception,check
4372,8,none,dexterity,save
4373,11,none,constitution,check
4374,1,none,constitution,check
4375,17,advantage,dexterity,save
4376,1,none,strength,check
4377,11,none,melee,attack
4378,1,none,melee,attack
4379,18,none,constitution,check
4380,15,none,melee,attack
4381,15,none,initiative,nan
4382,11,none,strength,check
4383,10,none,strength,check
4384,20,advantage,strength,check
4385,8,none,athletics,check
4386,6,none,athletics,check
4387,1,none,wisdom,save
4388,10,none,melee,attack
4389,20,none,melee,attack
4390,15,none,dexterity,save
4391,12,advantage,melee,attack
4392,15,none,thieves’ tools,check
4393,5,none,initiative,nan
4394,13,none,dexterity,save
4395,9,none,melee,attack
4396,6,none,insight,check
4397,10,none,dexterity,save
4398,9,none,stealth,check
4399,20,none,dexterity,save
4400,12,none,strength,check
4401,3,none,insight,check
4402,5,none,ranged,attack
4403,13,none,dexterity,save
4404,9,disadvantage,strength,check
4405,17,none,melee,attack
4406,9,none,stealth,check
4407,20,none,dexterity,check
4408,9,none,dexterity,save
4409,13,none,persuasion,check
4410,20,none,intimidation,check
4411,12,none,investigation,check
4412,2,none,melee,attack
4413,18,none,strength,check
4414,16,none,dexterity,save
4415,7,none,melee,attack
4416,6,none,initiative,nan
4417,12,none,persuasion,check
4418,19,advantage,insight,check
4419,11,none,perception,check
4420,2,none,melee,attack
4421,14,none,melee,attack
4422,19,advantage,intimidation,check
4423,20,none,initiative,nan
4424,16,none,charisma,check
4425,18,none,athletics,check
4426,10,none,thieves’ tools,check
4427,2,none,investigation,check
4428,6,none,initiative,nan
4429,1,none,athletics,check
4430,1,none,strength,check
4431,7,none,melee,attack
4432,7,none,athletics,check
4433,15,none,dexterity,save
4434,19,none,dexterity,save
4435,13,none,initiative,nan
4436,20,advantage,investigation,check
4437,8,none,dexterity,save
4438,18,none,strength,check
4439,16,none,melee,attack
4440,3,none,strength,save
4441,17,none,thieves’ tools,check
4442,8,none,stealth,check
4443,20,none,initiative,nan
4444,1,none,melee,attack
4445,5,none,wisdom,save
4446,17,advantage,melee,attack
4447,16,advantage,melee,attack
4448,8,none,melee,attack
4449,15,none,melee,attack
4450,15,none,initiative,nan
4451,10,advantage,melee,attack
4452,9,none,persuasion,check
4453,17,none,ranged,attack
4454,2,none,melee,attack
4455,15,none,perception,check
4456,20,none,ranged,attack
4457,19,none,intimidation,check
4458,2,none,melee,attack
4459,14,none,dexterity,save
4460,3,advantage,athletics,check
4461,13,none,melee,attack
4462,13,none,melee,attack
4463,17,none,strength,save
4464,3,none,dexterity,save
4465,14,none,dexterity,save
4466,2,none,perception,check
4467,7,none,melee,attack
4468,12,none,dexterity,save
4469,4,none,strength,check
4470,14,advantage,melee,attack
4471,2,none,strength,check
4472,12,none,melee,attack
4473,13,none,melee,attack
4474,9,advantage,ranged,attack
4475,5,none,melee,attack
4476,20,none,strength,check
4477,13,none,ranged,attack
4478,10,none,ranged,attack
4479,5,none,melee,attack
4480,6,none,melee,attack
4481,2,none,intimidation,check
4482,12,none,initiative,nan
4483,15,none,intimidation,check
4484,8,none,strength,check
4485,13,none,sleight of hand,check
4486,7,none,melee,attack
4487,9,none,melee,attack
4488,18,advantage,strength,check
4489,3,none,dexterity,save
4490,14,none,melee,attack
4491,14,none,insight,check
4492,8,disadvantage,dexterity,save
4493,20,none,constitution,check
4494,15,none,insight,check
4495,9,none,ranged,attack
4496,6,disadvantage,melee,attack
4497,20,none,athletics,check
4498,4,none,ranged,attack
4499,18,none,initiative,nan
4500,16,none,intimidation,check
4501,4,none,melee,attack
4502,20,none,melee,attack
4503,13,none,charisma,check
4504,14,advantage,melee,attack
4505,10,none,melee,attack
4506,3,none,persuasion,check
4507,7,none,wisdom,save
4508,8,none,dexterity,save
4509,15,none,strength,save
4510,11,none,melee,attack
4511,3,none,melee,attack
4512,19,none,investigation,check
4513,6,none,strength,check
4514,4,none,nature,check
4515,6,none,melee,attack
4516,1,none,perception,check
4517,6,none,melee,attack
4518,18,none,intimidation,check
4519,15,advantage,melee,attack
4520,7,advantage,melee,attack
4521,18,none,perception,check
4522,6,none,dexterity,save
4523,11,none,dexterity,save
4524,17,advantage,strength,save
4525,4,none,investigation,check
4526,14,none,strength,check
4527,4,none,strength,check
4528,9,none,intimidation,check
4529,14,none,melee,attack
4530,2,disadvantage,strength,check
4531,15,none,melee,attack
4532,15,none,initiative,nan
4533,17,none,melee,attack
4534,12,none,nature,check
4535,20,none,melee,attack
4536,1,none,strength,check
4537,17,none,melee,attack
4538,15,none,melee,attack
4539,20,none,initiative,nan
4540,18,none,persuasion,check
4541,11,none,sleight of hand,check
4542,15,none,perception,check
4543,20,none,ranged,attack
4544,20,advantage,melee,attack
4545,6,none,melee,attack
4546,4,none,constitution,save
4547,17,none,intimidation,check
4548,15,none,strength,check
4549,9,none,intimidation,check
4550,16,advantage,initiative,nan
4551,6,none,sleight of hand,check
4552,13,advantage,ranged,attack
4553,12,none,dexterity,save
4554,17,none,melee,attack
4555,10,none,melee,attack
4556,2,disadvantage,persuasion,check
4557,11,none,intimidation,check
4558,7,none,dexterity,save
4559,10,none,stealth,check
4560,18,none,investigation,check
4561,2,none,persuasion,check
4562,10,none,initiative,nan
4563,8,none,initiative,nan
4564,11,none,dexterity,check
4565,7,none,ranged,attack
4566,7,none,thieves’ tools,check
4567,9,none,melee,attack
4568,19,advantage,perception,check
4569,19,none,initiative,nan
4570,16,none,melee,attack
4571,3,none,sleight of hand,check
4572,18,none,constitution,save
4573,17,none,dexterity,save
4574,20,none,initiative,nan
4575,4,none,strength,check
4576,6,none,persuasion,check
4577,18,none,melee,attack
4578,11,none,dexterity,save
4579,16,none,initiative,nan
4580,14,none,melee,attack
4581,17,none,intimidation,check
4582,17,none,melee,attack
4583,18,none,melee,attack
4584,7,none,strength,save
4585,2,disadvantage,initiative,nan
4586,10,none,dexterity,save
4587,1,none,strength,check
4588,11,none,initiative,nan
4589,7,advantage,nature,check
4590,6,none,dexterity,save
4591,8,none,ranged,attack
4592,12,none,strength,check
4593,15,none,ranged,attack
4594,8,none,strength,check
4595,15,none,persuasion,check
4596,4,none,constitution,save
4597,19,advantage,charisma,check
4598,17,none,melee,attack
4599,8,none,strength,save
4600,16,none,intimidation,check
4601,18,none,stealth,check
4602,19,advantage,thieves’ tools,check
4603,11,none,dexterity,save
4604,18,none,melee,attack
4605,13,none,melee,attack
4606,19,none,strength,check
4607,1,none,melee,attack
4608,18,advantage,intimidation,check
4609,18,none,dexterity,save
4610,4,disadvantage,dexterity,save
4611,7,none,athletics,check
4612,20,advantage,initiative,nan
4613,5,none,dexterity,save
4614,9,none,melee,attack
4615,6,none,dexterity,save
4616,18,none,stealth,check
4617,11,none,melee,attack
4618,20,none,melee,attack
4619,19,none,melee,attack
4620,5,none,thieves’ tools,check
4621,14,none,melee,attack
4622,7,none,melee,attack
4623,14,none,persuasion,check
4624,10,none,strength,save
4625,12,none,initiative,nan
4626,9,none,thieves’ tools,check
4627,20,none,strength,check
4628,3,disadvantage,melee,attack
4629,2,none,athletics,check
4630,7,none,wisdom,save
4631,18,none,investigation,check
4632,6,none,medicine,check
4633,18,none,persuasion,check
4634,19,none,ranged,attack
4635,2,none,athletics,check
4636,3,none,athletics,check
4637,14,none,sleight of hand,check
4638,16,disadvantage,initiative,nan
4639,9,none,melee,attack
4640,12,none,dexterity,check
4641,2,none,dexterity,save
4642,13,none,strength,check
4643,18,none,strength,check
4644,14,none,initiative,nan
4645,10,none,strength,check
4646,9,none,athletics,check
4647,3,none,melee,attack
4648,5,none,initiative,nan
4649,8,none,melee,attack
4650,7,none,dexterity,check
4651,18,none,dexterity,save
4652,5,none,melee,attack
4653,10,none,dexterity,save
4654,8,none,melee,attack
4655,10,none,investigation,check
4656,15,none,ranged,attack
4657,8,none,melee,attack
4658,11,none,athletics,check
4659,2,none,melee,attack
4660,14,none,melee,attack
4661,9,disadvantage,athletics,check
4662,12,none,initiative,nan
4663,4,none,dexterity,save
4664,9,none,melee,attack
4665,5,none,perception,check
4666,17,advantage,strength,check
4667,2,none,strength,check
4668,1,none,melee,attack
4669,7,none,melee,attack
4670,14,advantage,dexterity,save
4671,13,none,melee,attack
4672,2,none,dexterity,check
4673,7,none,melee,attack
4674,14,none,melee,attack
4675,3,none,constitution,check
4676,18,none,dexterity,save
4677,20,advantage,intimidation,check
4678,14,none,perception,check
4679,3,none,athletics,check
4680,3,none,melee,attack
4681,7,none,dexterity,save
4682,6,none,melee,attack
4683,2,none,melee,attack
4684,19,none,melee,attack
4685,18,none,perception,check
4686,1,none,arcana,check
4687,14,none,melee,attack
4688,13,none,initiative,nan
4689,20,none,thieves’ tools,check
4690,7,none,wisdom,save
4691,12,none,perception,check
4692,13,none,melee,attack
4693,19,none,melee,attack
4694,14,advantage,intimidation,check
4695,6,none,intimidation,check
4696,16,none,investigation,check
4697,19,advantage,perception,check
4698,8,none,dexterity,check
4699,10,none,constitution,check
4700,1,none,strength,check
4701,17,none,initiative,nan
4702,17,none,sleight of hand,check
4703,7,none,dexterity,save
4704,14,none,initiative,nan
4705,11,none,athletics,check
4706,16,none,sleight of hand,check
4707,7,disadvantage,dexterity,save
4708,9,none,constitution,check
4709,9,advantage,athletics,check
4710,3,none,dexterity,check
4711,13,none,dexterity,save
4712,4,none,melee,attack
4713,19,none,strength,check
4714,15,none,melee,attack
4715,11,none,strength,check
4716,8,none,initiative,nan
4717,19,none,strength,check
4718,19,none,melee,attack
4719,2,none,melee,attack
4720,6,none,melee,attack
4721,13,none,melee,attack
4722,6,advantage,wisdom,save
4723,16,none,strength,check
4724,11,none,dexterity,save
4725,12,none,melee,attack
4726,14,advantage,persuasion,check
4727,4,none,strength,save
4728,13,none,strength,check
4729,6,none,dexterity,save
4730,4,none,melee,attack
4731,3,none,melee,attack
4732,7,none,strength,check
4733,1,none,persuasion,check
4734,14,none,dexterity,save
4735,14,none,wisdom,save
4736,11,none,melee,attack
4737,14,none,dexterity,save
4738,13,none,investigation,check
4739,20,none,melee,attack
4740,10,none,strength,check
4741,13,disadvantage,charisma,check
4742,17,none,stealth,check
4743,10,none,constitution,check
4744,15,none,ranged,attack
4745,1,none,wisdom,save
4746,5,none,perception,check
4747,3,none,ranged,attack
4748,16,advantage,melee,attack
4749,7,none,melee,attack
4750,19,none,melee,attack
4751,2,none,strength,check
4752,5,none,constitution,save
4753,19,none,strength,save
4754,13,none,dexterity,save
4755,2,none,constitution,check
4756,12,none,melee,attack
4757,12,none,persuasion,check
4758,16,advantage,dexterity,save
4759,2,none,dexterity,check
4760,15,advantage,melee,attack
4761,9,none,melee,attack
4762,20,none,initiative,nan
4763,2,none,melee,attack
4764,14,none,melee,attack
4765,9,none,initiative,nan
4766,10,advantage,dexterity,save
4767,16,none,constitution,save
4768,8,none,melee,attack
4769,4,none,melee,attack
4770,18,advantage,athletics,check
4771,8,none,strength,check
4772,11,none,charisma,check
4773,15,none,wisdom,save
4774,2,none,melee,attack
4775,16,none,initiative,nan
4776,7,disadvantage,sleight of hand,check
4777,12,none,melee,attack
4778,12,none,deception,check
4779,9,none,investigation,check
4780,15,none,melee,attack
4781,11,none,initiative,nan
4782,3,none,melee,attack
4783,16,none,melee,attack
4784,15,none,deception,check
4785,10,none,intimidation,check
4786,16,none,melee,attack
4787,3,none,strength,check
4788,2,disadvantage,melee,attack
4789,8,disadvantage,investigation,check
4790,5,none,initiative,nan
4791,10,none,perception,check
4792,11,none,athletics,check
4793,15,none,dexterity,save
4794,17,none,dexterity,save
4795,12,none,melee,attack
4796,16,none,melee,attack
4797,10,none,sleight of hand,check
4798,16,none,strength,check
4799,20,none,persuasion,check
4800,13,advantage,ranged,attack
4801,14,none,strength,check
4802,1,none,intimidation,check
4803,18,none,melee,attack
4804,4,none,persuasion,check
4805,17,none,athletics,check
4806,9,none,strength,check
4807,20,none,melee,attack
4808,4,none,thieves’ tools,check
4809,18,none,dexterity,save
4810,12,none,melee,attack
4811,7,none,strength,check
4812,10,none,initiative,nan
4813,19,none,dexterity,save
4814,2,none,melee,attack
4815,7,none,medicine,check
4816,15,none,ranged,attack
4817,17,none,strength,check
4818,20,none,dexterity,save
4819,8,none,charisma,check
4820,4,none,strength,check
4821,9,none,melee,attack
4822,13,none,strength,check
4823,9,none,initiative,nan
4824,17,none,strength,check
4825,12,none,strength,check
4826,3,none,melee,attack
4827,8,none,dexterity,save
4828,9,none,melee,attack
4829,5,none,wisdom,save
4830,14,none,melee,attack
4831,15,none,dexterity,save
4832,11,none,sleight of hand,check
4833,8,advantage,initiative,nan
4834,16,none,melee,attack
4835,3,none,dexterity,save
4836,8,none,wisdom,save
4837,2,none,perception,check
4838,17,none,athletics,check
4839,8,none,athletics,check
4840,14,none,strength,check
4841,7,none,melee,attack
4842,6,none,perception,check
4843,20,none,athletics,check
4844,8,none,strength,save
4845,15,none,dexterity,save
4846,10,none,melee,attack
4847,7,none,thieves’ tools,check
4848,7,none,strength,save
4849,4,none,strength,check
4850,16,none,strength,check
4851,10,none,melee,attack
4852,11,none,deception,check
4853,20,none,charisma,check
4854,13,advantage,melee,attack
4855,10,none,melee,attack
4856,5,advantage,sleight of hand,check
4857,8,none,melee,attack
4858,8,none,dexterity,save
4859,19,advantage,melee,attack
4860,12,none,constitution,check
4861,12,advantage,persuasion,check
4862,14,none,initiative,nan
4863,9,none,athletics,check
4864,8,none,dexterity,save
4865,15,advantage,melee,attack
4866,20,none,athletics,check
4867,6,none,intimidation,check
4868,19,none,sleight of hand,check
4869,7,none,persuasion,check
4870,7,none,initiative,nan
4871,10,none,athletics,check
4872,6,none,arcana,check
4873,10,none,strength,save
4874,19,none,strength,save
4875,17,none,dexterity,save
4876,16,none,wisdom,save
4877,5,none,strength,save
4878,12,advantage,initiative,nan
4879,10,none,athletics,check
4880,10,none,melee,attack
4881,17,none,melee,attack
4882,8,none,strength,check
4883,17,advantage,dexterity,save
4884,3,none,dexterity,check
4885,3,none,melee,attack
4886,12,none,strength,check
4887,9,none,melee,attack
4888,10,none,investigation,check
4889,15,none,strength,save
4890,14,advantage,dexterity,save
4891,5,none,wisdom,save
4892,16,none,intimidation,check
4893,8,none,athletics,check
4894,15,none,constitution,save
4895,19,none,constitution,save
4896,20,none,initiative,nan
4897,12,none,stealth,check
4898,7,disadvantage,dexterity,save
4899,15,none,dexterity,save
4900,9,none,thieves’ tools,check
4901,19,none,strength,check
4902,19,advantage,initiative,nan
4903,14,none,investigation,check
4904,14,none,melee,attack
4905,4,none,melee,attack
4906,12,none,athletics,check
4907,12,none,melee,attack
4908,14,none,melee,attack
4909,1,none,dexterity,save
4910,4,none,perception,check
4911,17,none,melee,attack
4912,6,none,stealth,check
4913,15,none,dexterity,save
4914,15,none,dexterity,save
4915,12,none,dexterity,save
4916,13,none,melee,attack
4917,10,none,dexterity,save
4918,14,none,dexterity,save
4919,11,none,strength,save
4920,15,none,initiative,nan
4921,3,none,strength,check
4922,6,none,strength,check
4923,14,none,insight,check
4924,11,none,ranged,attack
4925,4,disadvantage,melee,attack
4926,8,none,wisdom,save
4927,4,none,perception,check
4928,7,none,melee,attack
4929,16,none,constitution,save
4930,4,none,wisdom,save
4931,11,none,athletics,check
4932,7,none,initiative,nan
4933,8,advantage,intimidation,check
4934,6,disadvantage,dexterity,save
4935,18,advantage,melee,attack
4936,2,none,dexterity,save
4937,16,none,investigation,check
4938,11,advantage,melee,attack
4939,16,none,melee,attack
4940,19,advantage,melee,attack
4941,12,none,dexterity,save
4942,10,none,investigation,check
4943,13,none,dexterity,save
4944,5,advantage,thieves’ tools,check
4945,13,none,melee,attack
4946,5,none,dexterity,save
4947,11,none,strength,save
4948,17,advantage,melee,attack
4949,20,none,sleight of hand,check
4950,17,none,investigation,check
4951,19,none,constitution,save
4952,8,none,strength,check
4953,12,none,dexterity,save
4954,2,none,melee,attack
4955,1,none,athletics,check
4956,15,none,melee,attack
4957,14,none,dexterity,save
4958,10,none,charisma,check
4959,13,none,strength,check
4960,6,none,initiative,nan
4961,2,none,melee,attack
4962,7,none,initiative,nan
4963,18,none,melee,attack
4964,13,none,stealth,check
4965,19,none,melee,attack
4966,11,none,dexterity,save
4967,19,none,sleight of hand,check
4968,4,none,initiative,nan
4969,17,none,dexterity,save
4970,12,none,strength,check
4971,20,none,melee,attack
4972,5,none,athletics,check
4973,12,none,thieves’ tools,check
4974,17,none,dexterity,save
4975,17,none,dexterity,save
4976,11,none,strength,check
4977,4,none,melee,attack
4978,16,none,melee,attack
4979,1,disadvantage,wisdom,save
4980,3,none,strength,check
4981,11,advantage,initiative,nan
4982,19,none,dexterity,save
4983,6,none,initiative,nan
4984,10,none,dexterity,save
4985,16,none,melee,attack
4986,19,none,dexterity,check
4987,3,none,thieves’ tools,check
4988,19,advantage,insight,check
4989,18,none,melee,attack
4990,1,advantage,athletics,check
4991,17,advantage,melee,attack
4992,11,disadvantage,ranged,attack
4993,15,none,dexterity,save
4994,5,none,melee,attack
4995,19,none,dexterity,save
4996,6,none,athletics,check
4997,1,none,investigation,check
4998,11,none,persuasion,check
4999,14,none,initiative,nan
